instruction,input,output
"In the ACSC ISM, which controls describe that When sending fax messages, the fax message is encrypted to an appropriate level to be communicated over unsecured telecommunications infrastructure.?",,ISM-0241
"In the ACSC ISM, which controls describe that The sender of a fax message makes arrangements for the receiver to collect the fax message as soon as possible after it is sent and for the receiver to notify the sender if the fax message does not arrive in an agreed amount of time.?",,ISM-1075
"In the ACSC ISM, which controls describe that Controls for MFDs connected to networks are of a similar strength to those for other devices on networks.?",,ISM-0590
"In the ACSC ISM, which controls describe that A direct connection from an MFD to a digital telephone system is not enabled unless the digital telephone system is authorised to operate at the same sensitivity or classification as the network to which the MFD is connected.?",,ISM-0245
"In the ACSC ISM, which controls describe that MFDs connected to networks are not used to copy documents above the sensitivity or classification of connected networks.?",,ISM-0589
"In the ACSC ISM, which controls describe that Fax machines and MFDs are located in areas where their use can be observed.?",,ISM-1036
"In the ACSC ISM, which controls describe that A mobile device management policy is developed, implemented and maintained.?",,ISM-1533
"In the ACSC ISM, which controls describe that A Mobile Device Management solution is used to ensure mobile device management policy is applied to all mobile devices.?",,ISM-1195
"In the ACSC ISM, which controls describe that Legal advice is sought prior to allowing privately-owned mobile devices to access systems or data.?",,ISM-1297
"In the ACSC ISM, which controls describe that Personnel accessing OFFICIAL and PROTECTED systems or data using a privately-owned mobile device use an ASD-approved platform, a security configuration in accordance with ACSC guidance, and have enforced separation of work and personal data.?",,ISM-1400
"In the ACSC ISM, which controls describe that Personnel accessing systems or data using an organisation-owned mobile device use an ASD-approved platform, a security configuration in accordance with ACSC guidance, and have enforced separation of work and personal data.?",,ISM-1482
"In the ACSC ISM, which controls describe that Mobile devices encrypt their internal storage and any removable media.?",,ISM-0869
"In the ACSC ISM, which controls describe that Mobile devices encrypt all sensitive or classified data communicated over public network infrastructure.?",,ISM-1085
"In the ACSC ISM, which controls describe that OFFICIAL and PROTECTED mobile devices are configured to remain undiscoverable to other Bluetooth devices except during Bluetooth pairing.?",,ISM-1196
"In the ACSC ISM, which controls describe that Bluetooth pairing for OFFICIAL and PROTECTED mobile devices is performed using Secure Connections, preferably with Numeric Comparison if supported.?",,ISM-1200
"In the ACSC ISM, which controls describe that Bluetooth pairing for OFFICIAL and PROTECTED mobile devices is performed in a manner such that connections are only made between intended Bluetooth devices.?",,ISM-1198
